,Nodes,GW15.clusterColorID,GW19.clusterColorID,GW15.clusterID,GW19.clusterID,GW.clusterColorID,GW.clusterID
452,hsa-miR-6511a-3p,grey,grey,0,0,turquoise,1
453,hsa-miR-6511b-3p,grey,grey,0,0,turquoise,1
454,hsa-miR-6514-5p,grey,grey,0,0,turquoise,1
455,hsa-miR-6516-5p,grey,grey,0,0,turquoise,1
456,hsa-miR-652-3p,brown,yellow,3,4,black,7
457,hsa-miR-652-5p,brown,purple,3,10,midnightblue,15
458,hsa-miR-654-3p,grey,blue,0,2,turquoise,1
459,hsa-miR-655-3p,blue,blue,2,2,pink,8
460,hsa-miR-659-5p,grey,grey,0,0,turquoise,1
461,hsa-miR-660-3p,grey,grey,0,0,turquoise,1
462,hsa-miR-660-5p,grey,grey,0,0,turquoise,1
463,hsa-miR-664a-3p,grey,lightcyan,0,16,turquoise,1
464,hsa-miR-665,yellow,grey,4,0,turquoise,1
465,hsa-miR-670-3p,grey,grey,0,0,turquoise,1
466,hsa-miR-671-5p,grey,grey,0,0,turquoise,1
467,hsa-miR-6727-3p,brown,grey,3,0,royalblue,20
468,hsa-miR-6770-5p,grey,grey,0,0,turquoise,1
469,hsa-miR-6804-5p,grey,grey,0,0,turquoise,1
470,hsa-miR-6877-5p,brown,yellow,3,4,royalblue,20
471,hsa-miR-6882-5p,grey,grey,0,0,turquoise,1
472,hsa-miR-7-1-3p,grey,grey,0,0,turquoise,1
473,hsa-miR-7-5p,grey,brown,0,3,royalblue,20
474,hsa-miR-708-3p,blue,yellow,2,4,royalblue,20
475,hsa-miR-708-5p,blue,grey,2,0,blue,2
476,hsa-miR-744-3p,grey,grey,0,0,turquoise,1
477,hsa-miR-744-5p,brown,brown,3,3,royalblue,20
478,hsa-miR-758-3p,grey,grey,0,0,turquoise,1
479,hsa-miR-760,grey,grey,0,0,turquoise,1
480,hsa-miR-766-3p,grey,grey,0,0,turquoise,1
481,hsa-miR-767-5p,grey,lightgreen,0,18,blue,2
482,hsa-miR-769-3p,grey,grey,0,0,turquoise,1
483,hsa-miR-769-5p,grey,grey,0,0,turquoise,1
484,hsa-miR-770-5p,grey,blue,0,2,turquoise,1
485,hsa-miR-7854-3p,grey,grey,0,0,brown,3
486,hsa-miR-873-3p,grey,grey,0,0,turquoise,1
487,hsa-miR-873-5p,grey,grey,0,0,turquoise,1
488,hsa-miR-874-3p,grey,blue,0,2,turquoise,1
489,hsa-miR-876-3p,grey,brown,0,3,turquoise,1
490,hsa-miR-876-5p,grey,grey,0,0,turquoise,1
491,hsa-miR-877-5p,grey,grey,0,0,turquoise,1
492,hsa-miR-885-5p,blue,grey,2,0,green,5
493,hsa-miR-887-3p,green,green,5,5,yellow,4
494,hsa-miR-891a-5p,green,tan,5,12,royalblue,20
495,hsa-miR-9-3p,salmon,greenyellow,13,11,lightcyan,16
496,hsa-miR-9-5p,grey,grey,0,0,turquoise,1
497,hsa-miR-92a-3p,tan,salmon,12,13,cyan,14
498,hsa-miR-92b-3p,tan,salmon,12,13,cyan,14
499,hsa-miR-92b-5p,brown,yellow,3,4,royalblue,20
500,hsa-miR-93-3p,grey,blue,0,2,turquoise,1
501,hsa-miR-93-5p,red,red,6,6,red,6
502,hsa-miR-934,grey,brown,0,3,turquoise,1
503,hsa-miR-935,blue,brown,2,3,royalblue,20
504,hsa-miR-939-5p,grey,grey,0,0,turquoise,1
505,hsa-miR-940,brown,grey,3,0,turquoise,1
506,hsa-miR-941,lightcyan,turquoise,16,1,darkred,21
507,hsa-miR-95-3p,green,yellow,5,4,royalblue,20
508,hsa-miR-95-5p,grey,grey,0,0,turquoise,1
509,hsa-miR-98-3p,black,black,7,7,magenta,9
510,hsa-miR-98-5p,yellow,green,4,5,brown,3
511,hsa-miR-99a-3p,brown,blue,3,2,blue,2
512,hsa-miR-99a-5p,turquoise,turquoise,1,1,purple,10
513,hsa-miR-99b-3p,brown,blue,3,2,blue,2
514,hsa-miR-99b-5p,turquoise,turquoise,1,1,purple,10
515,10-Sep,midnightblue,midnightblue,15,15,lightyellow,19
516,11-Sep,salmon,blue,13,2,blue,2
517,2-Sep,green,yellow,5,4,lightcyan,16
518,3-Sep,brown,turquoise,3,1,blue,2
519,6-Mar,grey,grey,0,0,turquoise,1
520,7-Mar,yellow,green,4,5,brown,3
521,8-Mar,lightgreen,turquoise,18,1,grey60,17
522,8-Sep,purple,magenta,10,9,salmon,13
523,9-Mar,tan,blue,12,2,cyan,14
524,9-Sep,magenta,darkgreen,9,22,greenyellow,11
525,A2M,grey,turquoise,0,1,turquoise,1
526,AAK1,brown,turquoise,3,1,royalblue,20
527,AASDHPPT,grey,turquoise,0,1,turquoise,1
528,ABAT,green,turquoise,5,1,royalblue,20
529,ABCB1,turquoise,yellow,1,4,yellow,4
530,ABCD1,grey,grey,0,0,turquoise,1
531,ABCF3,royalblue,turquoise,20,1,purple,10
532,ABHD12,salmon,greenyellow,13,11,lightcyan,16
533,ABHD13,red,turquoise,6,1,red,6
534,ABHD17B,grey,turquoise,0,1,turquoise,1
535,ABHD17C,yellow,green,4,5,brown,3
536,ABHD2,blue,turquoise,2,1,pink,8
537,ABI2,grey,grey,0,0,turquoise,1
538,ABI3BP,grey,turquoise,0,1,turquoise,1
539,ABL1,grey,blue,0,2,turquoise,1
540,ABL2,cyan,turquoise,14,1,purple,10
541,ABLIM1,brown,grey,3,0,turquoise,1
542,ABR,grey,grey,0,0,turquoise,1
543,ABRACL,grey,turquoise,0,1,turquoise,1
544,AC005544.1,brown,grey,3,0,royalblue,20
545,AC007956.1,cyan,pink,14,8,lightgreen,18
546,AC012215.1,grey,grey,0,0,turquoise,1
547,ACADSB,brown,grey,3,0,blue,2
548,ACAT1,turquoise,grey,1,0,pink,8
549,ACAT2,grey,blue,0,2,blue,2
550,ACBD5,blue,blue,2,2,green,5
551,ACBD6,brown,blue,3,2,blue,2
552,ACLY,turquoise,grey,1,0,turquoise,1
553,ACOT2,turquoise,grey,1,0,blue,2
554,ACOT7,grey,turquoise,0,1,turquoise,1
555,ACPL2,red,red,6,6,red,6
556,ACSL3,blue,turquoise,2,1,green,5
557,ACSL4,midnightblue,magenta,15,9,salmon,13
558,ACTB,yellow,green,4,5,blue,2
559,ACTG1,yellow,green,4,5,brown,3
560,ACTN4,blue,blue,2,2,pink,8
561,ACTR10,turquoise,lightgreen,1,18,purple,10
562,ACTR3B,grey,blue,0,2,turquoise,1
563,ACTR6,grey,turquoise,0,1,turquoise,1
564,ACTR8,royalblue,turquoise,20,1,purple,10
565,ACVR1,grey,grey,0,0,black,7
566,ACVR1B,red,red,6,6,red,6
567,ACVR2A,purple,turquoise,10,1,salmon,13
568,ACVR2B,brown,yellow,3,4,black,7
569,ACVRL1,grey,turquoise,0,1,turquoise,1
570,ADAM10,salmon,grey60,13,17,lightcyan,16
571,ADAM17,turquoise,grey,1,0,turquoise,1
572,ADAM22,grey,brown,0,3,turquoise,1
573,ADAR,royalblue,royalblue,20,20,purple,10
574,ADCY1,magenta,tan,9,12,greenyellow,11
575,ADCYAP1R1,grey,blue,0,2,turquoise,1
576,ADD1,brown,turquoise,3,1,blue,2
577,ADD2,green,grey,5,0,yellow,4
578,ADIPOR1,salmon,greenyellow,13,11,lightcyan,16
579,ADIPOR2,red,turquoise,6,1,red,6
580,ADNP,salmon,red,13,6,red,6
581,ADRA2A,green,black,5,7,yellow,4
582,ADRBK1,purple,magenta,10,9,salmon,13
583,ADRBK2,green,yellow,5,4,yellow,4
584,ADSS,yellow,green,4,5,brown,3
585,AEBP2,blue,grey,2,0,green,5
586,AES,grey,turquoise,0,1,turquoise,1
587,AFAP1,grey,yellow,0,4,black,7
588,AFF2,magenta,midnightblue,9,15,lightyellow,19
589,AFF3,greenyellow,purple,11,10,midnightblue,15
590,AFF4,salmon,greenyellow,13,11,lightcyan,16
591,AFG3L2,blue,yellow,2,4,yellow,4
592,AFTPH,red,red,6,6,red,6
593,AGAP1,grey,grey,0,0,turquoise,1
594,AGAP2,grey,grey,0,0,turquoise,1
595,AGAP3,green,turquoise,5,1,yellow,4
596,AGFG1,green,tan,5,12,yellow,4
597,AGO1,green,greenyellow,5,11,yellow,4
598,AGO2,brown,turquoise,3,1,blue,2
599,AGO4,tan,turquoise,12,1,cyan,14
600,AGPAT1,green,turquoise,5,1,yellow,4
601,AGPAT4,brown,grey,3,0,black,7
602,AGPAT5,grey,turquoise,0,1,turquoise,1
603,AGTPBP1,grey,turquoise,0,1,turquoise,1
604,AHCTF1,blue,black,2,7,pink,8
605,AHDC1,black,turquoise,7,1,magenta,9
606,AHI1,turquoise,yellow,1,4,yellow,4
607,AIG1,grey,turquoise,0,1,turquoise,1
608,AIMP1,midnightblue,turquoise,15,1,lightyellow,19
609,AK1,magenta,turquoise,9,1,greenyellow,11
610,AKAP10,green,yellow,5,4,yellow,4
611,AKAP11,grey,grey,0,0,turquoise,1
612,AKAP12,grey,grey,0,0,turquoise,1
613,AKAP13,grey,grey,0,0,turquoise,1
614,AKAP6,green,midnightblue,5,15,yellow,4
615,AKAP9,turquoise,lightcyan,1,16,green,5
616,AKIRIN1,turquoise,grey,1,0,turquoise,1
617,AKR1A1,green,turquoise,5,1,yellow,4
618,AKT3,pink,yellow,8,4,tan,12
619,AL162407.1,grey,grey,0,0,turquoise,1
620,ALCAM,turquoise,darkred,1,21,grey60,17
621,ALDOA,turquoise,turquoise,1,1,purple,10
622,ALG3,green,turquoise,5,1,yellow,4
623,AMER2,grey,grey,0,0,turquoise,1
624,AMMECR1L,grey,grey,0,0,turquoise,1
625,AMOTL1,green,yellow,5,4,yellow,4
626,AMOTL2,midnightblue,midnightblue,15,15,lightyellow,19
627,ANGEL1,turquoise,grey,1,0,turquoise,1
628,ANGEL2,lightgreen,darkred,18,21,grey60,17
629,ANK2,grey,grey,0,0,turquoise,1
630,ANK3,green,grey,5,0,royalblue,20
631,ANKFY1,salmon,grey,13,0,lightcyan,16
632,ANKHD1-EIF4EBP3,grey,grey,0,0,turquoise,1
633,ANKIB1,grey,grey,0,0,turquoise,1
634,ANKLE2,black,black,7,7,magenta,9
635,ANKRA2,red,turquoise,6,1,red,6
636,ANKRD11,grey,turquoise,0,1,turquoise,1
637,ANKRD12,grey,grey,0,0,turquoise,1
638,ANKRD13C,red,turquoise,6,1,red,6
639,ANKRD17,grey,grey,0,0,turquoise,1
640,ANKRD27,midnightblue,grey,15,0,green,5
641,ANKRD28,grey,blue,0,2,turquoise,1
642,ANKRD32,grey,turquoise,0,1,turquoise,1
643,ANKRD37,turquoise,brown,1,3,blue,2
644,ANKRD40,grey,turquoise,0,1,turquoise,1
645,ANKRD45,turquoise,blue,1,2,black,7
646,ANKRD46,yellow,green,4,5,brown,3
647,ANKRD50,yellow,green,4,5,brown,3
648,ANKS1B,turquoise,grey,1,0,turquoise,1
649,ANKZF1,grey,turquoise,0,1,turquoise,1
650,ANO10,grey,grey,0,0,turquoise,1
651,ANP32A,purple,grey,10,0,salmon,13
652,ANP32E,cyan,turquoise,14,1,lightgreen,18
653,ANTXR2,brown,turquoise,3,1,blue,2
654,AP1AR,grey,turquoise,0,1,turquoise,1
655,AP1G1,blue,yellow,2,4,yellow,4
656,AP1S1,grey,blue,0,2,black,7
657,AP2B1,lightyellow,brown,19,3,darkgreen,22
658,APBA1,black,turquoise,7,1,magenta,9
659,APBB1,turquoise,brown,1,3,blue,2
660,APBB2,grey,blue,0,2,turquoise,1
661,APBB3,grey,turquoise,0,1,turquoise,1
662,APC,black,black,7,7,magenta,9
663,APC2,yellow,yellow,4,4,brown,3
664,APEX2,grey,turquoise,0,1,turquoise,1
665,APLP1,lightgreen,turquoise,18,1,purple,10
666,APP,green,yellow,5,4,yellow,4
667,APPBP2,green,turquoise,5,1,yellow,4
668,APPL2,grey,turquoise,0,1,turquoise,1
669,AQR,greenyellow,turquoise,11,1,midnightblue,15
670,ARCN1,grey,turquoise,0,1,turquoise,1
671,AREL1,green,grey,5,0,yellow,4
672,ARF1,brown,turquoise,3,1,blue,2
673,ARFGEF1,lightcyan,lightyellow,16,19,darkred,21
674,ARFGEF2,grey,yellow,0,4,yellow,4
675,ARFIP1,grey60,grey,17,0,blue,2
676,ARGLU1,grey,turquoise,0,1,turquoise,1
677,ARHGAP1,green,turquoise,5,1,royalblue,20
678,ARHGAP12,cyan,turquoise,14,1,lightgreen,18
679,ARHGAP21,yellow,green,4,5,brown,3
680,ARHGAP23,lightcyan,turquoise,16,1,darkred,21
681,ARHGAP32,green,yellow,5,4,yellow,4
682,ARHGAP35,grey,grey,0,0,turquoise,1
683,ARHGAP44,grey,turquoise,0,1,turquoise,1
684,ARHGAP5,green,yellow,5,4,greenyellow,11
685,ARHGDIA,brown,grey,3,0,black,7
686,ARHGEF17,yellow,green,4,5,brown,3
687,ARHGEF3,black,black,7,7,magenta,9
688,ARHGEF7,blue,turquoise,2,1,pink,8
689,ARID1A,grey,grey,0,0,turquoise,1
690,ARID2,yellow,green,4,5,brown,3
691,ARID3A,yellow,green,4,5,brown,3
692,ARID3B,yellow,turquoise,4,1,brown,3
693,ARID4A,black,turquoise,7,1,magenta,9
694,ARIH1,turquoise,green,1,5,brown,3
695,ARL10,green,green,5,5,yellow,4
696,ARL2,green,turquoise,5,1,yellow,4
697,ARL2BP,turquoise,midnightblue,1,15,lightyellow,19
698,ARL4C,blue,turquoise,2,1,purple,10
699,ARL5B,tan,salmon,12,13,cyan,14
700,ARL6IP1,grey,grey,0,0,turquoise,1
701,ARL8A,turquoise,grey,1,0,turquoise,1
702,ARMC1,midnightblue,turquoise,15,1,lightyellow,19
703,ARMC8,turquoise,tan,1,12,greenyellow,11
704,ARMCX2,grey,grey60,0,17,blue,2
705,ARNT2,purple,grey,10,0,salmon,13
706,ARPC5,grey,turquoise,0,1,turquoise,1
707,ARPP19,yellow,turquoise,4,1,brown,3
708,ARPP21,grey,grey,0,0,turquoise,1
709,ARRDC3,grey,grey,0,0,turquoise,1
710,ARRDC4,greenyellow,grey,11,0,midnightblue,15
711,ASAP2,red,red,6,6,red,6
712,ASB3,midnightblue,midnightblue,15,15,lightyellow,19
713,ASB7,blue,turquoise,2,1,red,6
714,ASCL1,blue,turquoise,2,1,pink,8
715,ASH1L,grey,magenta,0,9,salmon,13
716,ASIC1,grey,grey,0,0,turquoise,1
717,ASNS,royalblue,grey,20,0,purple,10
718,ASPH,black,grey,7,0,magenta,9
719,ASPHD2,lightcyan,turquoise,16,1,darkred,21
720,ASPRV1,grey,greenyellow,0,11,turquoise,1
721,ASTN1,turquoise,yellow,1,4,yellow,4
722,ASXL1,brown,grey,3,0,blue,2
723,ASXL3,yellow,green,4,5,brown,3
724,ATAD2B,blue,turquoise,2,1,grey60,17
725,ATE1,turquoise,magenta,1,9,salmon,13
726,ATF7IP,grey,grey,0,0,turquoise,1
727,ATG13,grey,grey,0,0,turquoise,1
728,ATG16L1,grey,turquoise,0,1,turquoise,1
729,ATG2B,blue,lightcyan,2,16,green,5
730,ATG3,grey,turquoise,0,1,turquoise,1
731,ATL1,yellow,green,4,5,brown,3
732,ATL2,green,yellow,5,4,yellow,4
733,ATM,grey,grey,0,0,turquoise,1
734,ATMIN,blue,turquoise,2,1,turquoise,1
735,ATN1,grey,turquoise,0,1,turquoise,1
736,ATP13A2,turquoise,grey,1,0,turquoise,1
737,ATP13A3,green,yellow,5,4,yellow,4
738,ATP1A1,grey,grey,0,0,turquoise,1
739,ATP1A3,grey,grey,0,0,turquoise,1
740,ATP1B1,blue,lightcyan,2,16,salmon,13
741,ATP2A2,blue,turquoise,2,1,yellow,4
742,ATP2B1,green,turquoise,5,1,yellow,4
743,ATP2B2,greenyellow,purple,11,10,midnightblue,15
744,ATP2C1,grey,turquoise,0,1,turquoise,1
745,ATP5A1,yellow,green,4,5,brown,3
746,ATP5B,brown,grey,3,0,blue,2
747,ATP5G1,turquoise,lightgreen,1,18,purple,10
748,ATP5G2,brown,grey,3,0,blue,2
749,ATP5G3,turquoise,brown,1,3,blue,2
750,ATP5O,turquoise,tan,1,12,greenyellow,11
751,ATP6AP2,magenta,turquoise,9,1,greenyellow,11
752,ATP6V0A2,lightcyan,turquoise,16,1,darkred,21
753,ATP6V0C,grey,turquoise,0,1,turquoise,1
754,ATP6V1A,green,yellow,5,4,yellow,4
755,ATP6V1B2,grey,yellow,0,4,turquoise,1
756,ATP6V1C1,grey,grey,0,0,turquoise,1
757,ATP6V1D,pink,grey,8,0,tan,12
758,ATP6V1F,yellow,turquoise,4,1,brown,3
759,ATP6V1G1,lightgreen,turquoise,18,1,grey60,17
760,ATP6V1G2,blue,grey,2,0,turquoise,1
761,ATP6V1H,brown,brown,3,3,black,7
762,ATP8A2,yellow,turquoise,4,1,brown,3
763,ATP8B2,grey,turquoise,0,1,turquoise,1
764,ATP9A,grey,grey,0,0,turquoise,1
765,ATPAF1,blue,turquoise,2,1,green,5
766,ATPIF1,salmon,greenyellow,13,11,lightcyan,16
767,ATRN,grey,turquoise,0,1,pink,8
768,ATRNL1,grey,turquoise,0,1,turquoise,1
769,ATRX,lightgreen,turquoise,18,1,grey60,17
770,ATXN1,grey,turquoise,0,1,turquoise,1
771,ATXN10,cyan,brown,14,3,lightgreen,18
772,ATXN7,grey,turquoise,0,1,turquoise,1
773,ATXN7L3,grey,turquoise,0,1,turquoise,1
774,ATXN7L3B,grey,purple,0,10,midnightblue,15
775,AUH,blue,turquoise,2,1,pink,8
776,AUTS2,grey,grey,0,0,turquoise,1
777,AVL9,green,grey60,5,17,yellow,4
778,AZIN1,grey,turquoise,0,1,turquoise,1
779,B2M,grey,turquoise,0,1,turquoise,1
780,B3GALNT1,blue,turquoise,2,1,green,5
781,B3GALT2,brown,grey,3,0,black,7
782,B3GALT5,grey,turquoise,0,1,turquoise,1
783,B3GAT1,grey,grey,0,0,turquoise,1
784,B3GAT2,grey,brown,0,3,turquoise,1
785,B3GNT2,green,grey,5,0,yellow,4
786,B3GNT5,brown,turquoise,3,1,blue,2
787,B4GALT1,grey,turquoise,0,1,black,7
788,BACH1,yellow,green,4,5,brown,3
789,BACH2,grey,black,0,7,turquoise,1
790,BAD,grey,grey,0,0,turquoise,1
791,BAG4,purple,turquoise,10,1,salmon,13
792,BAHD1,brown,turquoise,3,1,purple,10
793,BAI2,red,red,6,6,red,6
794,BAI3,black,yellow,7,4,yellow,4
795,BAIAP2,grey,turquoise,0,1,turquoise,1
796,BASP1,black,grey,7,0,magenta,9
797,BAZ1A,magenta,turquoise,9,1,greenyellow,11
798,BAZ1B,grey,grey,0,0,turquoise,1
799,BAZ2A,grey,grey,0,0,turquoise,1
800,BAZ2B,greenyellow,blue,11,2,grey60,17
801,BCAP29,royalblue,turquoise,20,1,purple,10
802,BCCIP,grey,turquoise,0,1,turquoise,1
803,BCL11A,greenyellow,midnightblue,11,15,grey60,17
804,BCL11B,grey,grey,0,0,turquoise,1
805,BCL2,grey,grey,0,0,turquoise,1
806,BCL2L11,grey,turquoise,0,1,pink,8
807,BCL2L2,grey,turquoise,0,1,turquoise,1
808,BCL6,grey,turquoise,0,1,turquoise,1
809,BCL7A,brown,grey,3,0,red,6
810,BCL9,grey,grey,0,0,turquoise,1
811,BCL9L,brown,brown,3,3,black,7
812,BCLAF1,pink,cyan,8,14,tan,12
813,BCOR,yellow,blue,4,2,brown,3
814,BDP1,turquoise,brown,1,3,black,7
815,BECN1,red,red,6,6,red,6
816,BEND3,grey,turquoise,0,1,pink,8
817,BEX1,greenyellow,turquoise,11,1,midnightblue,15
818,BEX4,brown,turquoise,3,1,black,7
819,BHLHE22,salmon,greenyellow,13,11,lightcyan,16
820,BICD1,pink,brown,8,3,tan,12
821,BICD2,grey,grey,0,0,turquoise,1
822,BIRC6,grey,grey,0,0,turquoise,1
823,BIVM-ERCC5,grey,grey,0,0,turquoise,1
824,BLCAP,lightgreen,tan,18,12,purple,10
825,BMI1,blue,lightyellow,2,19,darkred,21
826,BMPR2,grey,grey,0,0,turquoise,1
827,BOD1L1,tan,grey,12,0,cyan,14
828,BPTF,yellow,green,4,5,brown,3
829,BRAF,blue,blue,2,2,pink,8
830,BRD1,blue,turquoise,2,1,green,5
831,BRD3,greenyellow,grey,11,0,midnightblue,15
832,BRD4,grey,grey,0,0,turquoise,1
833,BRI3,grey,turquoise,0,1,turquoise,1
834,BRWD1,grey,blue,0,2,grey60,17
835,BSN,grey,pink,0,8,pink,8
836,BTAF1,black,grey,7,0,magenta,9
837,BTBD10,turquoise,blue,1,2,turquoise,1
838,BTBD2,grey,blue,0,2,black,7
839,BTBD7,greenyellow,lightcyan,11,16,midnightblue,15
840,BTBD9,turquoise,purple,1,10,midnightblue,15
841,BTF3L4,turquoise,black,1,7,magenta,9
842,BTG1,blue,brown,2,3,grey60,17
843,BTG2,red,turquoise,6,1,red,6
844,BTN2A1,grey,grey,0,0,turquoise,1
845,BTN3A1,grey,turquoise,0,1,turquoise,1
846,BZW2,grey,turquoise,0,1,turquoise,1
847,C11orf31,grey,turquoise,0,1,turquoise,1
848,C11orf74,turquoise,grey,1,0,turquoise,1
849,C11orf84,yellow,green,4,5,brown,3
850,C11orf87,grey,turquoise,0,1,turquoise,1
851,C12orf45,grey,turquoise,0,1,turquoise,1
852,C12orf49,yellow,turquoise,4,1,brown,3
853,C12orf5,blue,turquoise,2,1,green,5
854,C12orf73,midnightblue,midnightblue,15,15,lightyellow,19
855,C12orf76,blue,blue,2,2,turquoise,1
856,C14orf119,grey,turquoise,0,1,turquoise,1
857,C14orf166,midnightblue,turquoise,15,1,lightyellow,19
858,C14orf28,yellow,green,4,5,brown,3
859,C14orf37,blue,lightcyan,2,16,green,5
860,C15orf57,black,turquoise,7,1,magenta,9
861,C16orf52,brown,turquoise,3,1,purple,10
862,C16orf70,magenta,tan,9,12,greenyellow,11
863,C16orf80,grey,turquoise,0,1,pink,8
864,C17orf51,yellow,green,4,5,brown,3
865,C17orf70,turquoise,brown,1,3,darkgreen,22
866,C17orf75,blue,turquoise,2,1,pink,8
867,C17orf85,midnightblue,midnightblue,15,15,lightyellow,19
868,C18orf21,yellow,green,4,5,brown,3
869,C19orf12,grey,brown,0,3,turquoise,1
870,C1orf198,brown,turquoise,3,1,blue,2
871,C1orf216,blue,turquoise,2,1,grey60,17
872,C1orf61,purple,magenta,10,9,salmon,13
873,C1orf63,blue,blue,2,2,pink,8
874,C1R,turquoise,grey,1,0,turquoise,1
875,C20orf112,greenyellow,purple,11,10,midnightblue,15
876,C20orf194,yellow,green,4,5,brown,3
877,C20orf27,turquoise,yellow,1,4,yellow,4
878,C21orf59,greenyellow,turquoise,11,1,midnightblue,15
879,C21orf91,grey,grey,0,0,turquoise,1
880,C22orf39,black,turquoise,7,1,magenta,9
881,C2CD5,purple,turquoise,10,1,salmon,13
882,C2orf49,turquoise,salmon,1,13,cyan,14
883,C2orf69,black,turquoise,7,1,magenta,9
884,C3orf17,grey,turquoise,0,1,green,5
885,C3orf58,brown,grey,3,0,black,7
886,C3orf70,red,turquoise,6,1,red,6
887,C5orf22,brown,grey,3,0,turquoise,1
888,C5orf24,tan,cyan,12,14,tan,12
889,C5orf30,magenta,turquoise,9,1,greenyellow,11
890,C5orf42,grey,turquoise,0,1,turquoise,1
891,C6orf120,yellow,turquoise,4,1,brown,3
892,C6orf48,blue,grey,2,0,pink,8
893,C7orf26,grey60,grey,17,0,blue,2
894,C7orf41,grey,grey,0,0,turquoise,1
895,C7orf60,blue,turquoise,2,1,green,5
896,C8orf34,grey,turquoise,0,1,turquoise,1
897,C8orf58,yellow,turquoise,4,1,brown,3
898,C8orf59,purple,magenta,10,9,salmon,13
899,C9orf64,grey,turquoise,0,1,turquoise,1
900,C9orf91,green,turquoise,5,1,yellow,4
901,CAB39,green,yellow,5,4,yellow,4
902,CABIN1,brown,turquoise,3,1,blue,2
903,CACFD1,tan,salmon,12,13,cyan,14
904,CACHD1,turquoise,turquoise,1,1,purple,10
905,CACNA1A,grey,turquoise,0,1,turquoise,1
906,CACNA1E,grey,magenta,0,9,salmon,13
907,CACNA1G,grey,grey,0,0,turquoise,1
908,CACNA2D1,grey,grey,0,0,green,5
909,CACNB4,yellow,turquoise,4,1,brown,3
910,CACUL1,grey,turquoise,0,1,turquoise,1
911,CADM1,grey,turquoise,0,1,turquoise,1
912,CADM2,red,red,6,6,red,6
913,CADM3,brown,pink,3,8,lightgreen,18
914,CADM4,lightcyan,lightyellow,16,19,darkred,21
915,CALM1,green,brown,5,3,royalblue,20
916,CALM3,grey60,pink,17,8,lightgreen,18
917,CALN1,black,black,7,7,magenta,9
918,CAMK4,green,cyan,5,14,yellow,4
919,CAMKV,green,yellow,5,4,yellow,4
920,CAMLG,grey,turquoise,0,1,turquoise,1
921,CAMSAP1,grey,turquoise,0,1,turquoise,1
922,CAMSAP2,brown,turquoise,3,1,black,7
923,CAMSAP3,turquoise,turquoise,1,1,purple,10
924,CAMTA1,red,red,6,6,red,6
925,CAND1,green,yellow,5,4,yellow,4
926,CAND2,grey,grey,0,0,turquoise,1
927,CANT1,grey,turquoise,0,1,turquoise,1
928,CANX,grey,turquoise,0,1,turquoise,1
929,CAP1,purple,magenta,10,9,salmon,13
930,CAP2,yellow,turquoise,4,1,brown,3
931,CAPN1,turquoise,brown,1,3,turquoise,1
932,CAPN2,grey,grey,0,0,turquoise,1
933,CAPN5,grey,turquoise,0,1,turquoise,1
934,CAPNS1,grey,grey,0,0,turquoise,1
935,CAPRIN1,grey,lightgreen,0,18,blue,2
936,CAPRIN2,yellow,salmon,4,13,brown,3
937,CAPZA1,blue,blue,2,2,green,5
938,CAPZA2,lightyellow,brown,19,3,darkgreen,22
939,CAPZB,yellow,green,4,5,brown,3
940,CARS2,turquoise,brown,1,3,pink,8
941,CASC3,grey,turquoise,0,1,turquoise,1
942,CASC4,turquoise,blue,1,2,black,7
943,CASD1,blue,turquoise,2,1,green,5
944,CASK,grey,cyan,0,14,turquoise,1
945,CASP3,lightyellow,turquoise,19,1,darkgreen,22
946,CAT,blue,turquoise,2,1,turquoise,1
947,CBFA2T2,black,turquoise,7,1,magenta,9
948,CBFA2T3,purple,turquoise,10,1,salmon,13
949,CBL,grey,lightyellow,0,19,darkred,21
950,CBLB,grey,turquoise,0,1,turquoise,1
951,CBLN2,turquoise,grey,1,0,blue,2
952,CBX1,brown,brown,3,3,turquoise,1
953,CBX2,greenyellow,purple,11,10,midnightblue,15
954,CBX4,green,turquoise,5,1,yellow,4
955,CBX5,brown,yellow,3,4,turquoise,1
956,CBX6,green,yellow,5,4,yellow,4
957,CC2D1B,salmon,greenyellow,13,11,lightcyan,16
958,CC2D2A,purple,magenta,10,9,salmon,13
959,CCAR1,grey,turquoise,0,1,turquoise,1
960,CCDC112,brown,turquoise,3,1,blue,2
961,CCDC127,turquoise,cyan,1,14,tan,12
962,CCDC132,purple,magenta,10,9,salmon,13
963,CCDC137,turquoise,tan,1,12,greenyellow,11
964,CCDC28A,brown,lightgreen,3,18,blue,2
965,CCDC47,turquoise,blue,1,2,turquoise,1
966,CCDC71,blue,turquoise,2,1,green,5
967,CCDC71L,salmon,greenyellow,13,11,lightcyan,16
968,CCDC88A,grey,grey,0,0,turquoise,1
969,CCDC88C,cyan,turquoise,14,1,lightgreen,18
970,CCDC92,grey,turquoise,0,1,turquoise,1
971,CCND2,grey,grey,0,0,turquoise,1
972,CCNG2,pink,cyan,8,14,tan,12
973,CCNI,black,black,7,7,magenta,9
974,CCNJ,brown,turquoise,3,1,purple,10
975,CCNJL,greenyellow,turquoise,11,1,midnightblue,15
976,CCNL2,brown,turquoise,3,1,blue,2
977,CCNT1,cyan,turquoise,14,1,lightgreen,18
978,CCNT2,brown,grey,3,0,turquoise,1
979,CCNY,yellow,lightgreen,4,18,brown,3
