,Nodes,GW15.clusterColorID,GW19.clusterColorID,GW15.clusterID,GW19.clusterID,GW.clusterColorID,GW.clusterID
3215,SMAD4,turquoise,turquoise,1,1,purple,10
3216,SMAD9,lightyellow,turquoise,19,1,darkgreen,22
3217,SMAP1,grey,turquoise,0,1,turquoise,1
3218,SMARCA2,black,blue,7,2,magenta,9
3219,SMARCA4,blue,grey,2,0,blue,2
3220,SMARCA5,turquoise,grey,1,0,red,6
3221,SMARCAD1,green,green,5,5,brown,3
3222,SMARCB1,salmon,turquoise,13,1,lightcyan,16
3223,SMARCC1,turquoise,lightgreen,1,18,purple,10
3224,SMARCC2,yellow,grey,4,0,brown,3
3225,SMARCD1,grey,turquoise,0,1,blue,2
3226,SMC1A,yellow,green,4,5,brown,3
3227,SMC3,brown,blue,3,2,black,7
3228,SMC6,grey,turquoise,0,1,turquoise,1
3229,SMCO4,turquoise,turquoise,1,1,purple,10
3230,SMEK1,grey,grey,0,0,turquoise,1
3231,SMEK2,grey,turquoise,0,1,turquoise,1
3232,SMG1,grey,turquoise,0,1,turquoise,1
3233,SMIM13,green,yellow,5,4,yellow,4
3234,SMNDC1,green,turquoise,5,1,yellow,4
3235,SMURF1,turquoise,yellow,1,4,yellow,4
3236,SNAI2,grey,black,0,7,magenta,9
3237,SNAP25,blue,grey,2,0,green,5
3238,SNAP91,green,yellow,5,4,yellow,4
3239,SNCA,grey,turquoise,0,1,turquoise,1
3240,SNCAIP,grey,grey,0,0,turquoise,1
3241,SNIP1,brown,grey,3,0,black,7
3242,SNN,tan,salmon,12,13,cyan,14
3243,SNRK,grey60,black,17,7,magenta,9
3244,SNTB2,turquoise,yellow,1,4,yellow,4
3245,SNURF,grey,turquoise,0,1,turquoise,1
3246,SNX13,grey,turquoise,0,1,turquoise,1
3247,SNX16,blue,turquoise,2,1,green,5
3248,SNX2,grey,turquoise,0,1,turquoise,1
3249,SNX25,tan,salmon,12,13,cyan,14
3250,SNX30,grey,turquoise,0,1,turquoise,1
3251,SNX4,grey,grey,0,0,turquoise,1
3252,SNX6,turquoise,brown,1,3,blue,2
3253,SNX7,salmon,greenyellow,13,11,lightcyan,16
3254,SNX9,black,turquoise,7,1,magenta,9
3255,SOBP,green,yellow,5,4,yellow,4
3256,SOCS5,blue,grey,2,0,green,5
3257,SOCS6,black,black,7,7,magenta,9
3258,SOD2,grey,turquoise,0,1,turquoise,1
3259,SOGA1,brown,red,3,6,turquoise,1
3260,SOGA2,grey,blue,0,2,turquoise,1
3261,SOGA3,grey,grey,0,0,black,7
3262,SON,green,grey,5,0,yellow,4
3263,SORBS1,lightcyan,grey,16,0,darkred,21
3264,SORBS2,grey,grey,0,0,turquoise,1
3265,SORL1,grey,blue,0,2,turquoise,1
3266,SORT1,purple,turquoise,10,1,salmon,13
3267,SOS1,grey,grey,0,0,black,7
3268,SOS2,green,blue,5,2,yellow,4
3269,SOWAHC,midnightblue,greenyellow,15,11,lightyellow,19
3270,SOX11,blue,blue,2,2,green,5
3271,SOX4,salmon,greenyellow,13,11,lightcyan,16
3272,SOX5,yellow,green,4,5,brown,3
3273,SOX6,grey,turquoise,0,1,turquoise,1
3274,SOX9,grey60,turquoise,17,1,blue,2
3275,SPAG9,grey,turquoise,0,1,turquoise,1
3276,SPARC,grey,grey,0,0,turquoise,1
3277,SPAST,grey,turquoise,0,1,turquoise,1
3278,SPATA13,tan,salmon,12,13,cyan,14
3279,SPATA2,grey,turquoise,0,1,green,5
3280,SPCS3,yellow,green,4,5,brown,3
3281,SPDL1,turquoise,brown,1,3,grey60,17
3282,SPEN,black,grey,7,0,magenta,9
3283,SPG11,grey,turquoise,0,1,turquoise,1
3284,SPG21,brown,turquoise,3,1,blue,2
3285,SPHK2,turquoise,green,1,5,brown,3
3286,SPIN1,grey,grey,0,0,turquoise,1
3287,SPIRE1,purple,magenta,10,9,salmon,13
3288,SPOCK1,magenta,tan,9,12,greenyellow,11
3289,SPOP,grey,turquoise,0,1,turquoise,1
3290,SPPL3,grey,turquoise,0,1,turquoise,1
3291,SPRED1,green,yellow,5,4,yellow,4
3292,SPRED2,black,black,7,7,magenta,9
3293,SPRTN,grey,blue,0,2,turquoise,1
3294,SPRY2,black,grey,7,0,magenta,9
3295,SPTAN1,grey,grey,0,0,turquoise,1
3296,SPTBN1,grey,grey,0,0,turquoise,1
3297,SPTLC2,blue,turquoise,2,1,green,5
3298,SQLE,greenyellow,turquoise,11,1,midnightblue,15
3299,SRC,grey,turquoise,0,1,turquoise,1
3300,SRD5A1,turquoise,grey,1,0,turquoise,1
3301,SREBF2,purple,magenta,10,9,salmon,13
3302,SREK1IP1,turquoise,green,1,5,brown,3
3303,SRGAP1,brown,turquoise,3,1,royalblue,20
3304,SRGAP2,grey,brown,0,3,turquoise,1
3305,SRGAP3,lightcyan,turquoise,16,1,darkred,21
3306,SRM,green,yellow,5,4,yellow,4
3307,SRP14,cyan,pink,14,8,lightgreen,18
3308,SRP68,brown,red,3,6,purple,10
3309,SRP72,greenyellow,purple,11,10,midnightblue,15
3310,SRP9,grey,brown,0,3,blue,2
3311,SRPK2,turquoise,blue,1,2,blue,2
3312,SRPR,tan,salmon,12,13,cyan,14
3313,SRRM1,green,turquoise,5,1,yellow,4
3314,SRRM2,grey,grey,0,0,turquoise,1
3315,SRSF1,blue,turquoise,2,1,pink,8
3316,SRSF10,turquoise,grey,1,0,blue,2
3317,SRSF11,black,turquoise,7,1,magenta,9
3318,SRSF2,grey,turquoise,0,1,turquoise,1
3319,SRSF3,grey,turquoise,0,1,turquoise,1
3320,SRSF6,blue,brown,2,3,grey60,17
3321,SRSF7,grey,turquoise,0,1,turquoise,1
3322,SSB,green,turquoise,5,1,yellow,4
3323,SSBP2,purple,magenta,10,9,salmon,13
3324,SSBP3,grey,turquoise,0,1,turquoise,1
3325,SSH2,red,turquoise,6,1,red,6
3326,SSNA1,grey,turquoise,0,1,turquoise,1
3327,SSR1,grey,turquoise,0,1,turquoise,1
3328,SSR3,turquoise,cyan,1,14,tan,12
3329,SSU72,turquoise,grey,1,0,royalblue,20
3330,SSX2IP,salmon,greenyellow,13,11,lightcyan,16
3331,ST18,brown,turquoise,3,1,blue,2
3332,ST5,grey,turquoise,0,1,turquoise,1
3333,ST6GAL2,black,black,7,7,magenta,9
3334,ST8SIA1,yellow,green,4,5,brown,3
3335,ST8SIA2,pink,green,8,5,tan,12
3336,ST8SIA4,lightyellow,turquoise,19,1,darkgreen,22
3337,STAG2,blue,turquoise,2,1,pink,8
3338,STAMBP,blue,turquoise,2,1,turquoise,1
3339,STARD13,green,green,5,5,yellow,4
3340,STAT3,red,turquoise,6,1,red,6
3341,STAU1,midnightblue,turquoise,15,1,lightyellow,19
3342,STC1,salmon,turquoise,13,1,lightcyan,16
3343,STEAP2,cyan,pink,14,8,lightgreen,18
3344,STIM2,magenta,turquoise,9,1,greenyellow,11
3345,STK24,grey,turquoise,0,1,turquoise,1
3346,STK35,blue,grey,2,0,turquoise,1
3347,STK38,lightgreen,turquoise,18,1,greenyellow,11
3348,STK38L,blue,blue,2,2,pink,8
3349,STMN1,royalblue,grey,20,0,blue,2
3350,STMN2,brown,grey,3,0,turquoise,1
3351,STMN4,grey,turquoise,0,1,black,7
3352,STOM,grey,turquoise,0,1,turquoise,1
3353,STOX2,pink,turquoise,8,1,tan,12
3354,STRADA,turquoise,pink,1,8,lightgreen,18
3355,STRAP,grey,grey,0,0,turquoise,1
3356,STRBP,salmon,greenyellow,13,11,lightcyan,16
3357,STRIP1,grey,grey,0,0,turquoise,1
3358,STRN,turquoise,turquoise,1,1,pink,8
3359,STRN4,turquoise,red,1,6,red,6
3360,STT3A,brown,turquoise,3,1,purple,10
3361,STT3B,grey,grey,0,0,turquoise,1
3362,STX10,grey,blue,0,2,turquoise,1
3363,STX1B,grey,turquoise,0,1,turquoise,1
3364,STX2,grey,grey,0,0,turquoise,1
3365,STX3,blue,turquoise,2,1,turquoise,1
3366,STX6,magenta,turquoise,9,1,greenyellow,11
3367,STX7,grey,grey,0,0,turquoise,1
3368,STXBP1,black,grey,7,0,magenta,9
3369,STXBP5,grey,grey,0,0,turquoise,1
3370,SUCLA2,grey,turquoise,0,1,blue,2
3371,SUCO,grey,turquoise,0,1,turquoise,1
3372,SUFU,grey,grey,0,0,turquoise,1
3373,SUGP2,turquoise,grey,1,0,black,7
3374,SUGT1,brown,turquoise,3,1,black,7
3375,SULT4A1,blue,blue,2,2,pink,8
3376,SUMO3,blue,turquoise,2,1,green,5
3377,SUN1,lightyellow,turquoise,19,1,darkgreen,22
3378,SUPT16H,midnightblue,turquoise,15,1,lightyellow,19
3379,SUPT7L,brown,turquoise,3,1,black,7
3380,SUV420H1,pink,cyan,8,14,tan,12
3381,SV2A,grey,turquoise,0,1,turquoise,1
3382,SVIL,turquoise,grey,1,0,turquoise,1
3383,SYBU,magenta,tan,9,12,greenyellow,11
3384,SYN3,grey,turquoise,0,1,turquoise,1
3385,SYNCRIP,yellow,green,4,5,brown,3
3386,SYNDIG1,green,yellow,5,4,yellow,4
3387,SYNE1,grey,grey,0,0,turquoise,1
3388,SYNE2,yellow,green,4,5,brown,3
3389,SYNGAP1,turquoise,lightgreen,1,18,purple,10
3390,SYNRG,green,grey,5,0,yellow,4
3391,SYP,grey,blue,0,2,turquoise,1
3392,SYPL1,purple,magenta,10,9,salmon,13
3393,SYT1,tan,grey,12,0,green,5
3394,SYT11,brown,turquoise,3,1,blue,2
3395,SYT13,blue,turquoise,2,1,turquoise,1
3396,SYT14,salmon,greenyellow,13,11,lightcyan,16
3397,SYT16,brown,turquoise,3,1,turquoise,1
3398,SYT4,grey,grey,0,0,turquoise,1
3399,TAB2,blue,grey,2,0,green,5
3400,TACC1,magenta,turquoise,9,1,greenyellow,11
3401,TACC2,grey,grey,0,0,turquoise,1
3402,TADA1,blue,turquoise,2,1,green,5
3403,TADA2A,brown,turquoise,3,1,green,5
3404,TAF1,grey,turquoise,0,1,turquoise,1
3405,TAF15,purple,magenta,10,9,salmon,13
3406,TAF4,magenta,blue,9,2,greenyellow,11
3407,TAGLN3,grey,brown,0,3,black,7
3408,TANC2,red,red,6,6,red,6
3409,TAOK1,brown,red,3,6,red,6
3410,TAOK3,grey,turquoise,0,1,turquoise,1
3411,TARBP1,grey,grey,0,0,turquoise,1
3412,TARDBP,lightcyan,turquoise,16,1,darkred,21
3413,TAS2R3,pink,turquoise,8,1,tan,12
3414,TATDN2,grey,grey,0,0,turquoise,1
3415,TBC1D1,blue,turquoise,2,1,green,5
3416,TBC1D13,grey,grey,0,0,black,7
3417,TBC1D14,grey,turquoise,0,1,turquoise,1
3418,TBC1D20,greenyellow,purple,11,10,midnightblue,15
3419,TBC1D32,turquoise,pink,1,8,grey60,17
3420,TBC1D9,green,red,5,6,red,6
3421,TBC1D9B,grey,turquoise,0,1,turquoise,1
3422,TBL1XR1,blue,grey,2,0,blue,2
3423,TBP,grey60,turquoise,17,1,purple,10
3424,TBR1,black,black,7,7,magenta,9
3425,TCAIM,lightcyan,turquoise,16,1,darkred,21
3426,TCEAL2,blue,grey,2,0,blue,2
3427,TCEAL4,salmon,greenyellow,13,11,lightcyan,16
3428,TCEAL7,grey,grey,0,0,turquoise,1
3429,TCERG1,turquoise,grey,1,0,turquoise,1
3430,TCF12,grey,grey,0,0,turquoise,1
3431,TCF20,yellow,grey,4,0,brown,3
3432,TCF4,tan,salmon,12,13,cyan,14
3433,TCP1,grey,turquoise,0,1,turquoise,1
3434,TEAD1,midnightblue,turquoise,15,1,blue,2
3435,TEAD2,green,turquoise,5,1,yellow,4
3436,TECPR2,grey,turquoise,0,1,turquoise,1
3437,TENM1,grey,turquoise,0,1,turquoise,1
3438,TENM4,grey,turquoise,0,1,turquoise,1
3439,TERF2IP,turquoise,lightcyan,1,16,turquoise,1
3440,TET1,grey60,grey,17,0,turquoise,1
3441,TET3,red,grey60,6,17,red,6
3442,TFAM,pink,cyan,8,14,tan,12
3443,TFDP1,grey,blue,0,2,turquoise,1
3444,TGFBR1,magenta,midnightblue,9,15,greenyellow,11
3445,TGFBRAP1,turquoise,grey,1,0,black,7
3446,TGOLN2,yellow,turquoise,4,1,brown,3
3447,TGS1,midnightblue,midnightblue,15,15,lightyellow,19
3448,THAP2,grey,grey,0,0,green,5
3449,THBS1,yellow,green,4,5,brown,3
3450,THOC2,turquoise,grey,1,0,turquoise,1
3451,THOC5,turquoise,grey,1,0,turquoise,1
3452,THRA,yellow,grey,4,0,brown,3
3453,THSD7B,turquoise,midnightblue,1,15,lightyellow,19
3454,TIA1,grey,turquoise,0,1,black,7
3455,TIAL1,grey,turquoise,0,1,turquoise,1
3456,TIAM2,grey,blue,0,2,turquoise,1
3457,TIMM17A,grey,grey,0,0,turquoise,1
3458,TIMM8A,midnightblue,turquoise,15,1,lightyellow,19
3459,TIMP2,red,turquoise,6,1,red,6
3460,TLDC1,yellow,turquoise,4,1,brown,3
3461,TLE3,grey,grey,0,0,turquoise,1
3462,TLE4,pink,cyan,8,14,tan,12
3463,TLN1,blue,turquoise,2,1,purple,10
3464,TM9SF2,grey,yellow,0,4,yellow,4
3465,TM9SF3,brown,turquoise,3,1,blue,2
3466,TMBIM6,red,red,6,6,red,6
3467,TMC7,turquoise,green,1,5,brown,3
3468,TMED10,grey,grey,0,0,turquoise,1
3469,TMED4,turquoise,turquoise,1,1,purple,10
3470,TMED5,blue,grey,2,0,green,5
3471,TMEFF1,brown,lightgreen,3,18,purple,10
3472,TMEM107,grey,grey,0,0,turquoise,1
3473,TMEM108,grey,blue,0,2,blue,2
3474,TMEM11,brown,turquoise,3,1,turquoise,1
3475,TMEM123,pink,pink,8,8,tan,12
3476,TMEM126A,turquoise,magenta,1,9,salmon,13
3477,TMEM131,grey,turquoise,0,1,turquoise,1
3478,TMEM132A,brown,grey,3,0,turquoise,1
3479,TMEM135,yellow,green,4,5,brown,3
3480,TMEM145,grey,grey,0,0,turquoise,1
3481,TMEM150C,cyan,darkgreen,14,22,lightgreen,18
3482,TMEM151B,grey,turquoise,0,1,turquoise,1
3483,TMEM167A,yellow,green,4,5,brown,3
3484,TMEM167B,grey,grey,0,0,turquoise,1
3485,TMEM169,grey,turquoise,0,1,turquoise,1
3486,TMEM170B,cyan,turquoise,14,1,lightgreen,18
3487,TMEM178A,brown,grey,3,0,turquoise,1
3488,TMEM178B,grey,magenta,0,9,salmon,13
3489,TMEM179B,blue,turquoise,2,1,pink,8
3490,TMEM181,grey,brown,0,3,black,7
3491,TMEM184B,turquoise,turquoise,1,1,purple,10
3492,TMEM185A,green,turquoise,5,1,yellow,4
3493,TMEM192,blue,grey60,2,17,green,5
3494,TMEM196,grey,grey,0,0,turquoise,1
3495,TMEM206,magenta,turquoise,9,1,greenyellow,11
3496,TMEM237,yellow,turquoise,4,1,brown,3
3497,TMEM245,blue,turquoise,2,1,green,5
3498,TMEM246,salmon,greenyellow,13,11,lightcyan,16
3499,TMEM248,grey,grey,0,0,blue,2
3500,TMEM25,cyan,turquoise,14,1,lightgreen,18
3501,TMEM256-PLSCR3,lightgreen,turquoise,18,1,grey60,17
3502,TMEM258,brown,turquoise,3,1,blue,2
3503,TMEM30A,green,grey,5,0,turquoise,1
3504,TMEM33,turquoise,blue,1,2,pink,8
3505,TMEM35,grey,blue,0,2,turquoise,1
3506,TMEM41A,tan,salmon,12,13,cyan,14
3507,TMEM41B,blue,turquoise,2,1,turquoise,1
3508,TMEM43,green,cyan,5,14,tan,12
3509,TMEM50B,blue,turquoise,2,1,green,5
3510,TMEM59,grey,grey,0,0,turquoise,1
3511,TMEM59L,grey,grey,0,0,turquoise,1
3512,TMEM65,yellow,lightcyan,4,16,brown,3
3513,TMEM66,lightgreen,blue,18,2,purple,10
3514,TMEM67,red,turquoise,6,1,red,6
3515,TMEM86A,turquoise,grey,1,0,turquoise,1
3516,TMEM87B,purple,turquoise,10,1,salmon,13
3517,TMEM9B,green,turquoise,5,1,yellow,4
3518,TMOD2,grey,grey,0,0,turquoise,1
3519,TMPO,grey,turquoise,0,1,turquoise,1
3520,TMSB10,royalblue,royalblue,20,20,purple,10
3521,TMSB4X,brown,turquoise,3,1,blue,2
3522,TMTC1,pink,turquoise,8,1,tan,12
3523,TNC,grey,brown,0,3,turquoise,1
3524,TNFAIP1,grey,turquoise,0,1,turquoise,1
3525,TNFRSF19,grey,turquoise,0,1,black,7
3526,TNFRSF21,red,red,6,6,red,6
3527,TNIK,grey,turquoise,0,1,black,7
3528,TNKS,magenta,tan,9,12,greenyellow,11
3529,TNKS1BP1,brown,blue,3,2,black,7
3530,TNKS2,grey60,yellow,17,4,yellow,4
3531,TNPO1,blue,magenta,2,9,pink,8
3532,TNPO3,grey,brown,0,3,pink,8
3533,TNR,grey,turquoise,0,1,turquoise,1
3534,TNRC18,cyan,pink,14,8,lightgreen,18
3535,TNRC6A,grey,purple,0,10,turquoise,1
3536,TNRC6B,grey,lightcyan,0,16,pink,8
3537,TNRC6C,magenta,purple,9,10,greenyellow,11
3538,TOB1,tan,salmon,12,13,cyan,14
3539,TOLLIP,grey,grey,0,0,turquoise,1
3540,TOMM20,lightgreen,darkred,18,21,grey60,17
3541,TOMM40L,grey,turquoise,0,1,turquoise,1
3542,TOMM70A,purple,grey,10,0,salmon,13
3543,TOP2A,grey60,turquoise,17,1,blue,2
3544,TOP2B,red,red,6,6,red,6
3545,TOPBP1,grey,blue,0,2,turquoise,1
3546,TOPORS,grey,turquoise,0,1,turquoise,1
3547,TOR1AIP2,grey,turquoise,0,1,turquoise,1
3548,TOX,brown,blue,3,2,blue,2
3549,TOX3,blue,turquoise,2,1,green,5
3550,TP53BP1,brown,turquoise,3,1,blue,2
3551,TP53I11,turquoise,grey,1,0,turquoise,1
3552,TP53INP1,pink,turquoise,8,1,tan,12
3553,TP53INP2,blue,green,2,5,brown,3
3554,TP53RK,turquoise,grey,1,0,turquoise,1
3555,TPM3,brown,turquoise,3,1,blue,2
3556,TPM4,turquoise,grey,1,0,turquoise,1
3557,TPP2,grey,grey,0,0,turquoise,1
3558,TPR,grey,turquoise,0,1,pink,8
3559,TPRG1L,brown,turquoise,3,1,blue,2
3560,TPT1,grey,grey,0,0,turquoise,1
3561,TRAF3,brown,turquoise,3,1,royalblue,20
3562,TRAP1,turquoise,grey,1,0,turquoise,1
3563,TRAPPC1,brown,grey,3,0,blue,2
3564,TRAPPC11,turquoise,darkgreen,1,22,greenyellow,11
3565,TRAPPC2P1,blue,turquoise,2,1,green,5
3566,TRIAP1,turquoise,yellow,1,4,yellow,4
3567,TRIB2,grey,turquoise,0,1,turquoise,1
3568,TRIM13,yellow,turquoise,4,1,brown,3
3569,TRIM2,green,yellow,5,4,royalblue,20
3570,TRIM23,yellow,green,4,5,brown,3
3571,TRIM28,brown,turquoise,3,1,black,7
3572,TRIM33,blue,grey,2,0,turquoise,1
3573,TRIM36,tan,salmon,12,13,cyan,14
3574,TRIM41,turquoise,grey,1,0,turquoise,1
3575,TRIM45,blue,turquoise,2,1,pink,8
3576,TRIM46,grey,turquoise,0,1,turquoise,1
3577,TRIM71,turquoise,grey,1,0,turquoise,1
3578,TRIO,brown,grey,3,0,black,7
3579,TRIP11,pink,cyan,8,14,tan,12
3580,TRIP12,yellow,turquoise,4,1,brown,3
3581,TRIQK,brown,grey,3,0,black,7
3582,TRO,royalblue,royalblue,20,20,purple,10
3583,TROVE2,pink,greenyellow,8,11,tan,12
3584,TRPM3,brown,grey,3,0,black,7
3585,TRPM7,grey,turquoise,0,1,turquoise,1
3586,TRRAP,yellow,turquoise,4,1,brown,3
3587,TRUB1,brown,grey,3,0,blue,2
3588,TSC22D1,magenta,blue,9,2,greenyellow,11
3589,TSG101,grey60,turquoise,17,1,blue,2
3590,TSHZ3,grey,brown,0,3,turquoise,1
3591,TSKU,grey,turquoise,0,1,blue,2
3592,TSN,turquoise,salmon,1,13,cyan,14
3593,TSPAN13,black,black,7,7,magenta,9
3594,TSPAN17,brown,turquoise,3,1,blue,2
3595,TSPAN18,grey60,turquoise,17,1,blue,2
3596,TSPAN3,grey,turquoise,0,1,turquoise,1
3597,TSPAN5,blue,turquoise,2,1,green,5
3598,TSPAN9,grey,turquoise,0,1,turquoise,1
3599,TSTD2,turquoise,brown,1,3,grey60,17
3600,TTBK2,lightcyan,grey,16,0,darkred,21
3601,TTC17,turquoise,turquoise,1,1,purple,10
3602,TTC28,grey,grey,0,0,turquoise,1
3603,TTC3,grey,turquoise,0,1,blue,2
3604,TTC37,turquoise,grey,1,0,turquoise,1
3605,TTC4,red,red,6,6,red,6
3606,TTC9,red,lightyellow,6,19,red,6
3607,TTC9C,turquoise,grey,1,0,turquoise,1
3608,TTLL11,grey60,turquoise,17,1,grey60,17
3609,TTLL7,blue,blue,2,2,green,5
3610,TTPAL,red,turquoise,6,1,red,6
3611,TTYH3,turquoise,grey,1,0,blue,2
3612,TUB,midnightblue,turquoise,15,1,lightyellow,19
3613,TUBA1A,brown,brown,3,3,royalblue,20
3614,TUBB,grey,blue,0,2,turquoise,1
3615,TUBB2A,grey,grey,0,0,turquoise,1
3616,TUBB2B,pink,cyan,8,14,tan,12
3617,TUBB3,brown,grey,3,0,turquoise,1
3618,TUBB4A,yellow,green,4,5,brown,3
3619,TUBB4B,cyan,pink,14,8,lightgreen,18
3620,TUFT1,grey60,turquoise,17,1,blue,2
3621,TULP4,grey,blue,0,2,turquoise,1
3622,TUSC3,grey,yellow,0,4,yellow,4
3623,TWSG1,blue,grey,2,0,red,6
3624,TXNDC15,black,turquoise,7,1,magenta,9
3625,TXNIP,red,red,6,6,red,6
3626,TXNL1,turquoise,grey,1,0,turquoise,1
3627,TXNRD1,midnightblue,midnightblue,15,15,lightyellow,19
3628,TYW3,blue,turquoise,2,1,blue,2
3629,U2AF1,grey,turquoise,0,1,turquoise,1
3630,U2SURP,green,yellow,5,4,yellow,4
3631,UBA1,turquoise,lightgreen,1,18,purple,10
3632,UBA3,brown,turquoise,3,1,blue,2
3633,UBA6,grey,grey,0,0,turquoise,1
3634,UBAP2L,green,lightgreen,5,18,yellow,4
3635,UBE2B,green,yellow,5,4,yellow,4
3636,UBE2D2,greenyellow,purple,11,10,midnightblue,15
3637,UBE2E2,turquoise,pink,1,8,lightgreen,18
3638,UBE2E3,blue,turquoise,2,1,turquoise,1
3639,UBE2G2,yellow,green,4,5,brown,3
3640,UBE2H,grey,grey,0,0,turquoise,1
3641,UBE2I,grey,yellow,0,4,yellow,4
3642,UBE2J1,grey,brown,0,3,turquoise,1
3643,UBE2K,grey,grey,0,0,turquoise,1
3644,UBE2L6,grey,turquoise,0,1,turquoise,1
3645,UBE2N,brown,grey,3,0,black,7
3646,UBE2Q1,brown,turquoise,3,1,purple,10
3647,UBE2QL1,red,red,6,6,red,6
3648,UBE2R2,brown,grey,3,0,blue,2
3649,UBE2V2,greenyellow,purple,11,10,midnightblue,15
3650,UBE2W,cyan,darkgreen,14,22,lightgreen,18
3651,UBE3A,green,turquoise,5,1,yellow,4
3652,UBE3C,pink,turquoise,8,1,tan,12
3653,UBE4A,grey,turquoise,0,1,turquoise,1
3654,UBE4B,magenta,blue,9,2,greenyellow,11
3655,UBL3,midnightblue,black,15,7,lightyellow,19
3656,UBL7,grey,turquoise,0,1,turquoise,1
3657,UBN2,blue,grey,2,0,pink,8
3658,UBP1,turquoise,brown,1,3,darkgreen,22
3659,UBQLN1,green,blue,5,2,turquoise,1
3660,UBQLN2,grey,grey,0,0,turquoise,1
3661,UBR3,grey,blue,0,2,green,5
3662,UBR4,yellow,blue,4,2,brown,3
3663,UBR5,red,lightgreen,6,18,red,6
3664,UBTD2,black,black,7,7,magenta,9
3665,UBXN2B,lightcyan,turquoise,16,1,darkred,21
3666,UBXN7,turquoise,grey,1,0,turquoise,1
3667,UCHL1,grey,blue,0,2,turquoise,1
3668,UCHL3,red,red,6,6,red,6
3669,UCHL5,grey,grey,0,0,turquoise,1
3670,UCK2,lightcyan,lightyellow,16,19,darkred,21
3671,UGCG,cyan,pink,14,8,lightgreen,18
3672,UGDH,pink,turquoise,8,1,tan,12
3673,UGGT1,blue,turquoise,2,1,green,5
3674,UGP2,brown,brown,3,3,darkgreen,22
3675,UHMK1,grey,turquoise,0,1,turquoise,1
3676,UHRF1BP1L,greenyellow,turquoise,11,1,midnightblue,15
3677,ULK1,black,black,7,7,magenta,9
3678,ULK2,grey,grey,0,0,turquoise,1
3679,ULK3,grey,turquoise,0,1,turquoise,1
3680,UNC5D,salmon,lightcyan,13,16,lightcyan,16
3681,UQCRC2,grey,turquoise,0,1,turquoise,1
3682,UQCRQ,brown,turquoise,3,1,blue,2
3683,USMG5,grey,grey,0,0,turquoise,1
3684,USP12,turquoise,grey,1,0,turquoise,1
3685,USP13,turquoise,brown,1,3,grey60,17
3686,USP14,salmon,lightyellow,13,19,lightcyan,16
3687,USP22,blue,lightcyan,2,16,grey60,17
3688,USP24,yellow,green,4,5,brown,3
3689,USP27X,turquoise,grey,1,0,turquoise,1
3690,USP3,brown,turquoise,3,1,purple,10
3691,USP31,grey,grey,0,0,turquoise,1
3692,USP33,grey,grey,0,0,turquoise,1
3693,USP34,brown,turquoise,3,1,turquoise,1
3694,USP37,blue,turquoise,2,1,pink,8
3695,USP38,brown,blue,3,2,black,7
3696,USP42,brown,turquoise,3,1,royalblue,20
3697,USP44,grey,turquoise,0,1,pink,8
3698,USP47,yellow,green,4,5,brown,3
3699,USP5,brown,turquoise,3,1,turquoise,1
3700,USP6NL,grey,blue,0,2,turquoise,1
3701,USP7,black,turquoise,7,1,magenta,9
3702,USP9X,grey,lightcyan,0,16,turquoise,1
3703,USPL1,blue,turquoise,2,1,blue,2
3704,UTP20,yellow,turquoise,4,1,brown,3
3705,VAMP2,brown,grey,3,0,blue,2
3706,VAMP3,red,red,6,6,red,6
3707,VANGL1,grey,turquoise,0,1,turquoise,1
3708,VANGL2,grey,grey,0,0,pink,8
3709,VASH1,yellow,green,4,5,brown,3
3710,VASH2,midnightblue,darkgreen,15,22,lightyellow,19
3711,VAT1,grey,blue,0,2,black,7
3712,VCAN,grey,grey,0,0,black,7
3713,VCPIP1,magenta,yellow,9,4,yellow,4
3714,VDAC2,turquoise,blue,1,2,green,5
3715,VDAC3,green,yellow,5,4,yellow,4
3716,VEGFA,brown,turquoise,3,1,green,5
3717,VEZF1,brown,turquoise,3,1,blue,2
3718,VEZT,yellow,green,4,5,brown,3
3719,VGLL4,grey,grey,0,0,turquoise,1
3720,VIM,green,yellow,5,4,yellow,4
3721,VKORC1L1,grey,grey,0,0,turquoise,1
3722,VLDLR,blue,red,2,6,pink,8
3723,VMA21,blue,grey60,2,17,green,5
3724,VPS13B,lightyellow,blue,19,2,grey60,17
3725,VPS13C,yellow,turquoise,4,1,grey60,17
3726,VPS35,brown,grey,3,0,blue,2
3727,VPS4B,tan,turquoise,12,1,cyan,14
3728,VPS53,grey,grey,0,0,turquoise,1
3729,VSTM2L,turquoise,grey,1,0,black,7
3730,VTA1,red,red,6,6,red,6
3731,VTI1B,green,turquoise,5,1,yellow,4
3732,WAC,midnightblue,midnightblue,15,15,lightyellow,19
3733,WAPAL,cyan,grey,14,0,lightgreen,18
3734,WARS,grey,blue,0,2,blue,2
3735,WASF1,blue,magenta,2,9,salmon,13
3736,WASF2,grey,turquoise,0,1,turquoise,1
3737,WBP11,turquoise,grey,1,0,turquoise,1
3738,WBP1L,grey,grey,0,0,turquoise,1
3739,WBP2,blue,turquoise,2,1,brown,3
3740,WBP5,grey,turquoise,0,1,turquoise,1
3741,WDFY3,black,grey,7,0,magenta,9
3742,WDR11,red,red,6,6,red,6
3743,WDR19,black,turquoise,7,1,magenta,9
3744,WDR20,blue,grey60,2,17,green,5
3745,WDR26,grey,turquoise,0,1,turquoise,1
